,Instrument,Date,Earnings Per Share - Actual
6137,FMC.N,2019-07-30 16:30:00,1.66
6138,FMC.N,2019-05-06 16:30:00,1.72
6139,FMC.N,2019-02-11 16:30:00,1.69
6140,FMC.N,2018-11-05 17:34:00,0.98
6141,FMC.N,2018-08-01 16:30:00,1.78
6142,FMC.N,2018-05-02 17:00:00,1.84
6143,FMC.N,2018-02-12 16:49:00,1.1
6144,FMC.N,2017-11-06 16:00:00,0.7
6145,FMC.N,2017-08-01 16:51:00,0.48
6146,FMC.N,2017-05-02 16:30:00,0.43
6147,FMC.N,2017-02-06 16:30:00,0.88
6148,FMC.N,2016-11-02 17:15:00,0.67
6149,FMC.N,2016-08-02 16:00:00,0.69
6150,FMC.N,2016-05-02 16:30:00,0.58
6151,FMC.N,2016-02-10 17:23:00,0.77
6152,FMC.N,2015-10-28 16:55:00,0.42
6153,FMC.N,2015-08-05 17:00:00,0.7
6154,FMC.N,2015-05-11 07:00:00,0.62
6155,FMC.N,2015-02-04 16:30:00,1.12
6156,FMC.N,2014-10-29 17:00:00,0.95
6157,FMC.N,2014-07-30 16:30:00,1.01
6158,FMC.N,2014-05-06 16:30:00,0.95
6159,FMC.N,2014-02-05 16:15:00,1.05
6160,FMC.N,2013-10-28 16:30:00,0.82
6161,FMC.N,2013-07-29 16:32:00,0.94
6162,FMC.N,2013-04-30 16:15:00,1.1
6163,FMC.N,2013-02-06 16:30:00,0.81
6164,FSLR.OQ,2024-05-01 16:19:00,2.2
6165,FSLR.OQ,2024-02-27 16:05:00,3.25
6166,FSLR.OQ,2023-10-31 16:08:00,2.5
6167,FSLR.OQ,2023-07-27 16:09:00,1.59
6168,FSLR.OQ,2023-04-27 16:02:00,0.4
6169,FSLR.OQ,2023-02-28 16:02:00,-0.07
6170,FSLR.OQ,2022-10-27 16:11:00,-0.46
6171,FSLR.OQ,2022-07-28 16:02:00,-0.4
6172,FSLR.OQ,2022-04-28 16:05:00,-0.41
6173,FSLR.OQ,2022-03-01 16:21:00,1.23
6174,FSLR.OQ,2021-11-04 16:05:00,0.42
6175,FSLR.OQ,2021-07-29 16:10:00,0.77
6176,FSLR.OQ,2021-04-29 16:05:00,0.8
6177,FSLR.OQ,2021-02-25 16:05:00,1.08
6178,FSLR.OQ,2020-10-27 16:05:00,1.45
6179,FSLR.OQ,2020-08-06 16:05:00,0.39
6180,FSLR.OQ,2020-05-07 16:05:00,0.85
6181,FSLR.OQ,2020-02-20 16:05:00,2.02
6182,FSLR.OQ,2019-10-24 16:05:00,0.29
6183,FSLR.OQ,2019-08-01 16:05:00,-0.18
6184,FSLR.OQ,2019-05-02 16:05:00,-0.64
6185,FSLR.OQ,2019-02-21 16:05:00,0.49
6186,FSLR.OQ,2018-10-25 16:02:00,0.54
6187,FSLR.OQ,2018-07-26 16:02:00,-0.46
6188,FSLR.OQ,2018-04-26 16:07:00,0.78
6189,FSLR.OQ,2018-02-22 16:02:00,-0.25
6190,FSLR.OQ,2017-10-26 16:28:00,1.95
6191,FSLR.OQ,2017-07-27 16:03:00,0.64
6192,FSLR.OQ,2017-05-02 16:03:00,0.25
6193,FSLR.OQ,2017-02-21 16:07:00,1.24
6194,FSLR.OQ,2016-11-02 16:04:00,1.22
6195,FSLR.OQ,2016-08-03 16:02:00,0.87
6196,FSLR.OQ,2016-04-27 16:05:00,1.66
6197,FSLR.OQ,2016-02-23 16:05:00,1.6
6198,FSLR.OQ,2015-10-29 16:05:00,3.38
6199,FSLR.OQ,2015-08-04 16:03:00,0.93
6200,FSLR.OQ,2015-04-30 16:53:00,-0.55
6201,FSLR.OQ,2015-02-24 16:05:00,1.89
6202,FSLR.OQ,2014-11-06 16:05:00,0.61
6203,FSLR.OQ,2014-08-05 16:05:00,0.04
6204,FSLR.OQ,2014-05-06 16:01:00,1.1
6205,FSLR.OQ,2014-02-25 16:05:00,0.89
6206,FSLR.OQ,2013-10-31 16:05:00,2.28
6207,FSLR.OQ,2013-08-06 16:04:00,0.39
6208,FSLR.OQ,2013-05-06 16:05:00,0.69
6209,FSLR.OQ,2013-02-26 16:02:00,2.04
6210,GD.N,2024-04-24 07:04:00,2.88
6211,GD.N,2024-01-24 07:00:00,3.64
6212,GD.N,2023-10-25 07:02:00,3.04
6213,GD.N,2023-07-26 07:00:00,2.7
6214,GD.N,2023-04-26 07:00:00,2.64
6215,GD.N,2023-01-25 07:00:00,3.58
6216,GD.N,2022-10-26 07:00:00,3.26
6217,GD.N,2022-07-27 07:00:00,2.75
6218,GD.N,2022-04-27 07:00:00,2.61
6219,GD.N,2022-01-26 07:00:00,3.39
6220,GD.N,2021-10-27 07:00:00,3.07
6221,GD.N,2021-07-28 07:00:00,2.61
6222,GD.N,2021-04-28 07:00:00,2.48
6223,GD.N,2021-01-27 07:02:00,3.49
6224,GD.N,2020-10-28 07:00:00,2.9
6225,GD.N,2020-07-29 07:00:00,2.18
6226,GD.N,2020-04-29 07:00:00,2.43
6227,GD.N,2020-01-29 07:02:00,3.51
6228,GD.N,2019-10-23 07:00:00,3.14
6229,GD.N,2019-07-24 07:00:00,2.77
6230,GD.N,2019-04-24 07:32:00,2.56
6231,GD.N,2019-01-30 07:30:00,3.07
6232,GD.N,2018-10-24 07:30:00,2.89
6233,GD.N,2018-07-25 07:30:00,2.82
6234,GD.N,2018-04-25 07:30:00,2.65
6235,GD.N,2018-01-24 07:30:00,2.5
6236,GD.N,2017-10-25 07:30:00,2.52
6237,GD.N,2017-07-26 07:30:00,2.45
6238,GD.N,2017-04-26 07:30:00,2.48
6239,GD.N,2017-01-27 07:30:00,2.62
6240,GD.N,2016-10-26 07:30:00,2.48
6241,GD.N,2016-07-27 07:30:00,2.44
6242,GD.N,2016-04-27 07:30:00,2.34
6243,GD.N,2016-01-27 09:00:00,2.4
6244,GD.N,2015-10-28 07:30:00,2.28
6245,GD.N,2015-07-29 07:30:00,2.27
6246,GD.N,2015-04-29 07:30:00,2.14
6247,GD.N,2015-01-28 07:00:00,2.19
6248,GD.N,2014-10-22 06:59:00,2.05
6249,GD.N,2014-07-23 07:00:00,1.88
6250,GD.N,2014-04-23 07:00:00,1.71
6251,GD.N,2014-01-22 08:00:00,1.76
6252,GD.N,2013-10-23 07:00:00,1.84
6253,GD.N,2013-07-24 07:00:00,1.81
6254,GD.N,2013-04-24 07:00:00,1.62
6255,GD.N,2013-01-23 09:00:00,1.39
6256,GE.N,2024-04-23 06:40:00,0.82
6257,GE.N,2024-01-23 06:23:00,1.03
6258,GE.N,2023-10-24 06:00:00,0.82
6259,GE.N,2023-07-25 06:30:00,0.68
6260,GE.N,2023-04-25 06:21:00,0.27
6261,GE.N,2023-01-24 06:20:00,1.24
6262,GE.N,2022-10-25 06:31:00,0.75
6263,GE.N,2022-07-26 06:34:00,0.78
6264,GE.N,2022-04-26 06:22:00,0.24
6265,GE.N,2022-01-25 06:23:00,0.92
6266,GE.N,2021-10-26 06:20:00,0.57
6267,GE.N,2021-07-27 06:34:00,0.4
6268,GE.N,2021-04-27 06:22:00,0.24
6269,GE.N,2021-01-26 06:31:00,0.64
6270,GE.N,2020-10-28 06:25:00,0.48
6271,GE.N,2020-07-29 06:27:00,-1.2
6272,GE.N,2020-04-29 06:29:00,0.4
6273,GE.N,2020-01-29 06:32:00,1.68
6274,GE.N,2019-10-30 06:11:00,1.2
6275,GE.N,2019-07-31 06:28:00,0.88
6276,GE.N,2019-04-30 06:39:00,1.12
6277,GE.N,2019-01-31 06:35:00,1.36
6278,GE.N,2018-10-30 06:49:00,1.12
6279,GE.N,2018-07-20 06:39:00,1.52
6280,GE.N,2018-04-20 06:30:00,1.28
6281,GE.N,2018-01-24 06:57:00,2.16
6282,GE.N,2017-10-20 06:29:00,2.32
6283,GE.N,2017-07-21 06:27:00,2.24
6284,GE.N,2017-04-21 06:28:00,1.68
6285,GE.N,2017-01-20 06:29:00,3.68
6286,GE.N,2016-10-21 06:29:00,2.56
6287,GE.N,2016-07-22 06:28:00,4.08
6288,GE.N,2016-04-22 06:30:00,1.68
6289,GE.N,2016-01-22 06:32:00,4.16
6290,GE.N,2015-10-16 06:44:00,2.32
6291,GE.N,2015-07-17 06:32:00,2.48
6292,GE.N,2015-04-17 06:35:00,2.48
6293,GE.N,2015-01-23 06:30:00,4.48
6294,GE.N,2014-10-17 06:30:00,3.04
6295,GE.N,2014-07-18 06:30:00,3.12
6296,GE.N,2014-04-17 06:30:00,2.64
6297,GE.N,2014-01-17 06:30:00,4.24
6298,GE.N,2013-10-18 06:30:00,2.88
6299,GE.N,2013-07-19 06:30:00,2.88
6300,GE.N,2013-04-19 06:30:00,2.8
6301,GE.N,2013-01-18 06:31:00,3.52
6302,GEN.OQ,2024-05-09 16:12:00,0.53
6303,GEN.OQ,2024-02-01 16:10:00,0.49
6304,GEN.OQ,2023-11-07 08:03:00,0.47
6305,GEN.OQ,2023-08-03 16:02:00,0.47
6306,GEN.OQ,2023-05-11 16:02:00,0.46
6307,GEN.OQ,2023-02-02 16:02:00,0.45
6308,GEN.OQ,2022-11-08 16:07:00,0.45
6309,GEN.OQ,2022-08-04 16:11:00,0.45
6310,GEN.OQ,2022-05-05 16:51:00,0.46
6311,GEN.OQ,2022-02-03 16:02:00,0.44
6312,GEN.OQ,2021-11-04 16:08:00,0.43
6313,GEN.OQ,2021-07-27 16:10:00,0.42
6314,GEN.OQ,2021-05-10 16:30:00,0.4
6315,GEN.OQ,2021-02-04 16:12:00,0.38
6316,GEN.OQ,2020-11-05 16:16:00,0.36
6317,GEN.OQ,2020-08-06 16:15:00,0.31
6318,GEN.OQ,2020-05-14 16:15:00,0.26
6319,GEN.OQ,2020-02-06 16:15:00,0.25
6320,GEN.OQ,2019-11-07 16:15:00,0.46
6321,GEN.OQ,2019-08-08 16:19:00,0.43
6322,GEN.OQ,2019-05-09 16:12:00,0.39
6323,GEN.OQ,2019-01-31 16:15:00,0.44
6324,GEN.OQ,2018-11-01 16:14:00,0.42
6325,GEN.OQ,2018-08-02 16:16:00,0.34
6326,GEN.OQ,2018-05-10 16:00:00,0.46
6327,GEN.OQ,2018-01-31 16:05:00,0.49
6328,GEN.OQ,2017-11-01 16:05:00,0.4
6329,GEN.OQ,2017-08-02 16:07:00,0.33
6330,GEN.OQ,2017-05-10 16:07:00,0.28
6331,GEN.OQ,2017-02-01 16:05:00,0.32
6332,GEN.OQ,2016-11-03 16:05:00,0.3
6333,GEN.OQ,2016-08-04 16:05:00,0.29
6334,GEN.OQ,2016-05-12 16:36:00,0.22
6335,GEN.OQ,2016-02-04 16:05:00,0.26
6336,GEN.OQ,2015-11-05 07:30:00,0.44
6337,GEN.OQ,2015-08-11 07:01:00,0.4
6338,GEN.OQ,2015-05-14 16:01:00,0.43
6339,GEN.OQ,2015-02-05 16:01:00,0.53
6340,GEN.OQ,2014-11-05 16:01:00,0.48
6341,GEN.OQ,2014-08-06 16:01:00,0.45
6342,GEN.OQ,2014-05-08 16:01:00,0.47
6343,GEN.OQ,2014-01-29 16:01:00,0.51
6344,GEN.OQ,2013-10-23 16:01:00,0.5
6345,GEN.OQ,2013-07-30 16:01:00,0.44
6346,GEN.OQ,2013-05-07 16:05:00,0.44
6347,GEN.OQ,2013-01-23 08:00:00,0.45
6348,GILD.OQ,2024-04-25 16:02:00,-1.32
6349,GILD.OQ,2024-02-06 16:05:00,1.72
6350,GILD.OQ,2023-11-07 16:05:00,2.29
6351,GILD.OQ,2023-08-03 16:02:00,1.66
6352,GILD.OQ,2023-04-27 16:02:00,1.37
6353,GILD.OQ,2023-02-02 16:01:00,1.67
6354,GILD.OQ,2022-10-27 16:10:00,1.9
6355,GILD.OQ,2022-08-02 16:01:00,1.58
6356,GILD.OQ,2022-04-28 16:02:00,2.12
6357,GILD.OQ,2022-02-01 16:02:00,0.69
6358,GILD.OQ,2021-10-28 16:02:00,2.65
6359,GILD.OQ,2021-07-29 16:01:00,1.87
6360,GILD.OQ,2021-04-29 16:01:00,2.08
6361,GILD.OQ,2021-02-04 16:01:00,2.19
6362,GILD.OQ,2020-10-28 16:01:00,2.11
6363,GILD.OQ,2020-07-30 16:01:00,1.11
6364,GILD.OQ,2020-04-30 16:01:00,1.68
6365,GILD.OQ,2020-02-04 16:01:00,1.3
6366,GILD.OQ,2019-10-24 16:01:00,1.75
6367,GILD.OQ,2019-07-30 16:01:00,1.82
6368,GILD.OQ,2019-05-02 16:01:00,1.76
6369,GILD.OQ,2019-02-04 16:01:00,1.44
6370,GILD.OQ,2018-10-25 16:01:00,1.84
6371,GILD.OQ,2018-07-25 16:09:00,1.91
6372,GILD.OQ,2018-05-01 16:01:00,1.48
6373,GILD.OQ,2018-02-06 16:01:00,1.78
6374,GILD.OQ,2017-10-26 16:01:00,2.27
6375,GILD.OQ,2017-07-26 16:01:00,2.56
6376,GILD.OQ,2017-05-02 16:01:00,2.23
6377,GILD.OQ,2017-02-07 16:01:00,2.7
6378,GILD.OQ,2016-11-01 16:01:00,2.75
6379,GILD.OQ,2016-07-25 16:08:00,3.08
6380,GILD.OQ,2016-04-28 16:01:00,3.03
6381,GILD.OQ,2016-02-02 16:00:00,3.32
6382,GILD.OQ,2015-10-27 16:00:00,3.22
6383,GILD.OQ,2015-07-28 16:01:00,3.15
6384,GILD.OQ,2015-04-30 16:01:00,2.94
6385,GILD.OQ,2015-02-03 16:05:00,2.43
6386,GILD.OQ,2014-10-28 16:05:00,2.05
6387,GILD.OQ,2014-07-23 16:06:00,2.36
6388,GILD.OQ,2014-04-22 13:00:00,1.48
6389,GILD.OQ,2014-02-04 16:05:00,0.55
6390,GILD.OQ,2013-10-29 16:02:00,0.52
6391,GILD.OQ,2013-07-25 16:05:00,0.5
6392,GILD.OQ,2013-05-02 16:05:00,0.48
6393,GILD.OQ,2013-02-04 16:05:00,0.5
6394,GIS.N,2024-06-26 07:01:00,1.01
6395,GIS.N,2024-03-20 07:09:00,1.17
6396,GIS.N,2023-12-20 07:00:00,1.25
6397,GIS.N,2023-09-20 07:00:00,1.09
6398,GIS.N,2023-06-28 07:00:00,1.12
6399,GIS.N,2023-03-23 07:02:00,0.97
6400,GIS.N,2022-12-20 07:01:00,1.1
6401,GIS.N,2022-09-21 07:00:00,1.11
6402,GIS.N,2022-06-29 07:04:00,1.12
6403,GIS.N,2022-03-23 07:00:00,0.84
6404,GIS.N,2021-12-21 07:00:00,0.99
6405,GIS.N,2021-09-22 07:00:00,0.99
6406,GIS.N,2021-06-30 07:00:00,0.91
6407,GIS.N,2021-03-24 07:06:00,0.82
6408,GIS.N,2020-12-17 07:00:00,1.06
6409,GIS.N,2020-09-23 07:00:00,1.0
6410,GIS.N,2020-07-01 07:00:00,1.1
6411,GIS.N,2020-03-18 07:00:00,0.77
6412,GIS.N,2019-12-18 07:00:00,0.95
6413,GIS.N,2019-09-18 07:00:00,0.79
6414,GIS.N,2019-06-26 07:00:00,0.83
6415,GIS.N,2019-03-20 07:02:00,0.83
6416,GIS.N,2018-12-19 07:00:00,0.85
6417,GIS.N,2018-09-18 07:00:00,0.71
6418,GIS.N,2018-06-27 07:00:00,0.79
6419,GIS.N,2018-03-21 07:07:00,0.79
6420,GIS.N,2017-12-20 07:15:00,0.82
6421,GIS.N,2017-09-20 07:00:00,0.71
6422,GIS.N,2017-06-28 06:58:00,0.73
6423,GIS.N,2017-03-21 06:56:00,0.72
6424,GIS.N,2016-12-20 06:52:00,0.85
6425,GIS.N,2016-09-21 07:01:00,0.78
6426,GIS.N,2016-06-29 07:50:00,0.66
6427,GIS.N,2016-03-23 07:05:00,0.65
6428,GIS.N,2015-12-17 07:00:00,0.82
6429,GIS.N,2015-09-22 07:02:00,0.79
6430,GIS.N,2015-07-01 07:04:00,0.75
6431,GIS.N,2015-03-18 06:56:00,0.7
6432,GIS.N,2014-12-17 07:11:00,0.8
6433,GIS.N,2014-09-17 06:54:00,0.61
6434,GIS.N,2014-06-25 06:55:00,0.67
6435,GIS.N,2014-03-19 07:00:00,0.62
6436,GIS.N,2013-12-18 07:00:00,0.83
6437,GIS.N,2013-09-18 07:04:00,0.7
6438,GIS.N,2013-06-26 06:56:00,0.53
6439,GIS.N,2013-03-20 06:58:00,0.64
6440,GL.N,2024-04-22 16:15:00,2.78
6441,GL.N,2024-02-07 16:15:00,2.8
6442,GL.N,2023-10-25 16:10:00,2.71
6443,GL.N,2023-07-26 16:10:00,2.61
6444,GL.N,2023-05-03 16:10:00,2.53
6445,GL.N,2023-02-01 16:10:00,2.24
6446,GL.N,2022-10-26 16:34:00,2.15
6447,GL.N,2022-07-27 16:10:00,2.07
6448,GL.N,2022-04-20 16:27:00,1.7
6449,GL.N,2022-02-02 16:39:00,1.7
6450,GL.N,2021-10-20 16:52:00,1.78
6451,GL.N,2021-07-21 16:15:00,1.85
6452,GL.N,2021-04-21 16:15:00,1.53
6453,GL.N,2021-02-02 16:15:00,1.74
6454,GL.N,2020-10-21 16:15:00,1.75
6455,GL.N,2020-07-22 16:10:00,1.65
6456,GL.N,2020-04-22 16:10:00,1.73
6457,GL.N,2020-02-04 16:15:00,1.7
6458,GL.N,2019-10-23 16:29:00,1.73
6459,GL.N,2019-07-24 16:10:00,1.67
6460,GL.N,2019-04-17 16:10:00,1.64
6461,GL.N,2019-02-05 16:10:00,1.56
6462,GL.N,2018-10-24 16:56:00,1.59
6463,GL.N,2018-07-25 16:46:00,1.51
6464,GL.N,2018-04-18 16:10:00,1.47
6465,GL.N,2018-02-07 17:00:00,1.24
6466,GL.N,2017-10-24 16:10:00,1.23
6467,GL.N,2017-07-26 16:10:00,1.19
6468,GL.N,2017-04-19 16:05:00,1.15
6469,GL.N,2017-02-01 16:05:00,1.15
6470,GL.N,2016-10-25 16:10:00,1.15
6471,GL.N,2016-07-27 16:05:00,1.11
6472,GL.N,2016-04-26 16:05:00,1.08
6473,GL.N,2016-02-03 17:07:00,1.05
6474,GL.N,2015-10-26 16:05:00,1.08
6475,GL.N,2015-07-27 16:05:00,1.05
6476,GL.N,2015-04-22 16:01:00,1.04
6477,GL.N,2015-02-02 16:05:00,1.0
6478,GL.N,2014-10-22 16:01:00,0.99
6479,GL.N,2014-07-23 16:01:00,1.02
6480,GL.N,2014-04-22 16:00:00,1.01333
6481,GL.N,2014-02-03 16:00:00,0.97333
6482,GL.N,2013-10-23 16:00:00,0.95333
6483,GL.N,2013-07-24 16:00:00,0.94667
6484,GL.N,2013-04-23 16:00:00,0.92667
6485,GL.N,2013-02-04 16:00:00,0.88667
6486,GLW.N,2024-04-30 07:20:00,0.38
6487,GLW.N,2024-01-30 07:14:00,0.39
6488,GLW.N,2023-10-24 07:10:00,0.45
6489,GLW.N,2023-07-25 07:17:00,0.45
6490,GLW.N,2023-04-25 07:10:00,0.41
6491,GLW.N,2023-01-31 07:10:00,0.47
6492,GLW.N,2022-10-25 07:10:00,0.51
6493,GLW.N,2022-07-26 07:15:00,0.57
6494,GLW.N,2022-04-26 07:26:00,0.54
6495,GLW.N,2022-01-26 07:10:00,0.54
6496,GLW.N,2021-10-26 07:18:00,0.56
6497,GLW.N,2021-07-27 07:30:00,0.53
6498,GLW.N,2021-04-27 07:15:00,0.45
6499,GLW.N,2021-01-27 07:19:00,0.52
6500,GLW.N,2020-10-27 07:18:00,0.43
6501,GLW.N,2020-07-28 07:15:00,0.25
6502,GLW.N,2020-04-28 07:15:00,0.2
6503,GLW.N,2020-01-29 07:22:00,0.46
6504,GLW.N,2019-10-29 07:19:00,0.44
6505,GLW.N,2019-07-30 07:15:00,0.45
6506,GLW.N,2019-04-30 07:16:00,0.4
6507,GLW.N,2019-01-29 07:15:00,0.59
6508,GLW.N,2018-10-23 07:15:00,0.51
6509,GLW.N,2018-07-25 07:28:00,0.38
6510,GLW.N,2018-04-24 07:15:00,0.31
6511,GLW.N,2018-01-30 07:17:00,0.49
6512,GLW.N,2017-10-24 07:15:00,0.43
6513,GLW.N,2017-07-26 07:15:00,0.42
6514,GLW.N,2017-04-25 07:15:00,0.39
6515,GLW.N,2017-01-24 07:10:00,0.5
6516,GLW.N,2016-10-25 07:10:00,0.42
6517,GLW.N,2016-07-27 07:10:00,0.37
6518,GLW.N,2016-04-26 06:51:00,0.28
6519,GLW.N,2016-01-26 06:51:00,0.34
6520,GLW.N,2015-10-27 06:50:00,0.34
6521,GLW.N,2015-07-28 07:10:00,0.38
6522,GLW.N,2015-04-28 07:10:00,0.35
6523,GLW.N,2015-01-27 07:10:00,0.45
6524,GLW.N,2014-10-28 07:10:00,0.4
6525,GLW.N,2014-07-29 07:10:00,0.37
6526,GLW.N,2014-04-28 07:15:00,0.31
6527,GLW.N,2014-01-28 07:10:00,0.29
6528,GLW.N,2013-10-30 07:05:00,0.33
6529,GLW.N,2013-07-30 07:10:00,0.32
6530,GLW.N,2013-04-24 07:00:00,0.3
6531,GLW.N,2013-01-29 07:15:00,0.34
6532,GM.N,2024-04-23 06:30:00,2.62
6533,GM.N,2024-01-30 06:30:00,1.24
6534,GM.N,2023-10-24 06:30:00,2.28
6535,GM.N,2023-07-25 06:30:00,2.37
6536,GM.N,2023-04-25 06:30:00,2.21
6537,GM.N,2023-01-31 06:30:00,2.12
6538,GM.N,2022-10-25 06:30:00,2.25
6539,GM.N,2022-07-26 06:00:00,1.14
6540,GM.N,2022-04-26 16:21:00,2.09
6541,GM.N,2022-02-01 16:05:00,1.35
6542,GM.N,2021-10-27 07:30:00,1.52
6543,GM.N,2021-08-04 07:30:00,1.97
6544,GM.N,2021-05-05 07:30:00,2.25
6545,GM.N,2021-02-10 07:30:00,1.93
6546,GM.N,2020-11-05 07:35:00,2.83
6547,GM.N,2020-07-29 07:30:00,-0.5
6548,GM.N,2020-05-06 07:30:00,0.62
6549,GM.N,2020-02-05 08:00:00,0.05
6550,GM.N,2019-10-29 08:00:00,1.2
6551,GM.N,2019-08-01 08:00:00,1.64
6552,GM.N,2019-04-30 08:00:00,1.41
6553,GM.N,2019-02-06 08:30:00,1.43
6554,GM.N,2018-10-31 07:30:00,1.87
6555,GM.N,2018-07-25 07:00:00,1.81
6556,GM.N,2018-04-26 07:00:00,1.43
6557,GM.N,2018-02-06 07:30:00,1.65
6558,GM.N,2017-10-24 07:30:00,1.32
6559,GM.N,2017-07-25 07:30:00,1.89
6560,GM.N,2017-04-28 07:30:00,1.7
6561,GM.N,2017-02-07 07:43:00,1.28
6562,GM.N,2016-10-25 08:06:00,1.72
6563,GM.N,2016-07-21 07:30:00,1.86
6564,GM.N,2016-04-21 07:30:00,1.26
6565,GM.N,2016-02-03 08:42:00,1.39
6566,GM.N,2015-10-21 07:30:00,1.5
6567,GM.N,2015-07-23 07:30:00,1.29
6568,GM.N,2015-04-23 07:00:00,0.86
6569,GM.N,2015-02-04 08:53:00,1.19
6570,GM.N,2014-10-23 07:30:00,0.97
6571,GM.N,2014-07-24 07:30:00,0.58
6572,GM.N,2014-04-24 07:30:00,0.29
6573,GM.N,2014-02-06 07:35:00,0.67
6574,GM.N,2013-10-30 08:02:00,0.96
6575,GM.N,2013-07-25 07:30:00,0.84
6576,GM.N,2013-05-02 07:30:00,0.67
6577,GM.N,2013-02-14 07:30:00,0.48
6578,GOOGL.OQ,2024-04-25 16:01:00,1.89
6579,GOOGL.OQ,2024-01-30 16:00:00,1.64
6580,GOOGL.OQ,2023-10-24 16:00:00,1.55
6581,GOOGL.OQ,2023-07-25 16:01:00,1.44
6582,GOOGL.OQ,2023-04-25 16:02:00,1.17
6583,GOOGL.OQ,2023-02-02 16:02:00,1.05
6584,GOOGL.OQ,2022-10-25 16:02:00,1.06
6585,GOOGL.OQ,2022-07-26 16:02:00,1.21
6586,GOOGL.OQ,2022-04-26 16:09:00,1.231
6587,GOOGL.OQ,2022-02-01 16:02:00,1.5345
6588,GOOGL.OQ,2021-10-26 16:00:00,1.3995
6589,GOOGL.OQ,2021-07-27 16:20:00,1.363
6590,GOOGL.OQ,2021-04-27 16:02:00,1.3145
6591,GOOGL.OQ,2021-02-02 16:03:00,1.115
6592,GOOGL.OQ,2020-10-29 16:13:00,0.82
6593,GOOGL.OQ,2020-07-30 16:14:00,0.5065
6594,GOOGL.OQ,2020-04-28 16:06:00,0.4935
6595,GOOGL.OQ,2020-02-03 16:02:00,0.7675
6596,GOOGL.OQ,2019-10-28 16:04:00,0.5385
6597,GOOGL.OQ,2019-07-25 16:02:00,0.7105
6598,GOOGL.OQ,2019-04-29 16:03:00,0.595
6599,GOOGL.OQ,2019-02-04 16:03:00,0.6385
6600,GOOGL.OQ,2018-10-25 16:14:00,0.653
6601,GOOGL.OQ,2018-07-23 16:05:00,0.5875
6602,GOOGL.OQ,2018-04-23 16:05:00,0.4965
6603,GOOGL.OQ,2018-02-01 16:03:00,0.485
6604,GOOGL.OQ,2017-10-26 16:03:00,0.4785
6605,GOOGL.OQ,2017-07-24 16:01:00,0.2505
6606,GOOGL.OQ,2017-04-27 16:02:00,0.3865
6607,GOOGL.OQ,2017-01-26 16:04:00,0.468
6608,GOOGL.OQ,2016-10-27 16:02:00,0.453
6609,GOOGL.OQ,2016-07-28 16:01:00,0.421
6610,GOOGL.OQ,2016-04-21 16:02:00,0.375
6611,GOOGL.OQ,2016-02-01 16:01:00,0.4335
6612,GOOGL.OQ,2015-10-22 16:02:00,0.3675
6613,GOOGL.OQ,2015-07-16 16:02:00,0.3495
6614,GOOGL.OQ,2015-04-23 16:00:00,0.3285
6615,GOOGL.OQ,2015-01-29 16:02:00,0.344
6616,GOOGL.OQ,2014-10-16 16:01:00,0.3175
6617,GOOGL.OQ,2014-07-17 16:09:00,0.304
6618,GOOGL.OQ,2014-04-16 16:01:00,0.3135
6619,GOOGL.OQ,2014-01-30 16:01:00,0.30025
6620,GOOGL.OQ,2013-10-17 16:08:00,0.2685
6621,GOOGL.OQ,2013-07-18 16:01:00,0.239
6622,GOOGL.OQ,2013-04-18 16:08:00,0.2895
6623,GOOGL.OQ,2013-01-22 16:02:00,0.26475
6624,GPC.N,2024-04-18 06:55:00,2.22
6625,GPC.N,2024-02-15 06:55:00,2.26
6626,GPC.N,2023-10-19 06:55:00,2.49
6627,GPC.N,2023-07-20 06:55:00,2.44
6628,GPC.N,2023-04-20 06:55:00,2.14
6629,GPC.N,2023-02-23 06:55:00,2.05
6630,GPC.N,2022-10-20 06:55:00,2.23
6631,GPC.N,2022-07-27 06:55:00,2.2
6632,GPC.N,2022-04-21 08:30:00,1.86
6633,GPC.N,2022-02-17 08:30:00,1.79
6634,GPC.N,2021-10-21 08:30:00,1.88
6635,GPC.N,2021-07-22 08:30:00,1.74
6636,GPC.N,2021-04-22 08:20:00,1.5
6637,GPC.N,2021-02-17 08:20:00,1.52
6638,GPC.N,2020-10-22 08:30:00,1.63
6639,GPC.N,2020-07-30 08:30:00,1.32
6640,GPC.N,2020-05-06 08:30:00,0.92
6641,GPC.N,2020-02-19 08:40:00,1.35
6642,GPC.N,2019-10-17 08:30:00,1.5
6643,GPC.N,2019-07-18 08:32:00,1.57
6644,GPC.N,2019-04-18 08:32:00,1.28
6645,GPC.N,2019-02-19 09:44:00,1.35
6646,GPC.N,2018-10-18 08:46:00,1.48
6647,GPC.N,2018-07-19 08:30:00,1.59
6648,GPC.N,2018-04-19 09:06:00,1.27
6649,GPC.N,2018-02-20 10:19:00,1.12
6650,GPC.N,2017-10-19 08:30:00,1.16
6651,GPC.N,2017-07-20 08:57:00,1.29
6652,GPC.N,2017-04-19 08:35:00,1.08
6653,GPC.N,2017-02-21 08:34:00,1.02
6654,GPC.N,2016-10-19 08:33:00,1.24
6655,GPC.N,2016-07-19 08:30:00,1.28
6656,GPC.N,2016-04-19 08:45:00,1.05
6657,GPC.N,2016-02-16 08:35:00,1.07
6658,GPC.N,2015-10-19 08:46:00,1.24
6659,GPC.N,2015-07-20 09:58:00,1.28
