,Instrument,Date,Earnings Per Share - Actual
0,A.N,2024-05-29 16:10:00,1.22
1,A.N,2024-02-27 16:15:00,1.29
2,A.N,2023-11-20 16:08:00,1.38
3,A.N,2023-08-15 16:05:00,1.43
4,A.N,2023-05-23 16:05:00,1.27
5,A.N,2023-02-28 16:05:00,1.37
6,A.N,2022-11-21 16:05:00,1.53
7,A.N,2022-08-16 16:04:00,1.34
8,A.N,2022-05-24 16:05:00,1.13
9,A.N,2022-02-22 16:05:00,1.21
10,A.N,2021-11-22 16:05:00,1.21
11,A.N,2021-08-17 16:05:00,1.1
12,A.N,2021-05-25 16:05:00,0.97
13,A.N,2021-02-16 16:05:00,1.06
14,A.N,2020-11-23 16:05:00,0.98
15,A.N,2020-08-18 16:05:00,0.78
16,A.N,2020-05-21 16:08:00,0.71
17,A.N,2020-02-18 16:05:00,0.81
18,A.N,2019-11-25 16:05:00,0.89
19,A.N,2019-08-14 16:05:00,0.76
20,A.N,2019-05-14 16:05:00,0.71
21,A.N,2019-02-20 16:05:00,0.76
22,A.N,2018-11-19 16:16:00,0.81
23,A.N,2018-08-14 16:05:00,0.67
24,A.N,2018-05-14 16:26:00,0.65
25,A.N,2018-02-14 16:33:00,0.66
26,A.N,2017-11-20 16:05:00,0.67
27,A.N,2017-08-15 16:05:00,0.59
28,A.N,2017-05-22 16:14:00,0.58
29,A.N,2017-02-14 16:05:00,0.53
30,A.N,2016-11-15 16:05:00,0.59
31,A.N,2016-08-17 16:05:00,0.49
32,A.N,2016-05-16 16:05:00,0.44
33,A.N,2016-02-16 16:05:00,0.46
34,A.N,2015-11-16 16:05:00,0.5
35,A.N,2015-08-17 16:05:00,0.44
36,A.N,2015-05-18 16:05:00,0.38
37,A.N,2015-02-17 16:05:00,0.41
38,A.N,2014-11-17 16:13:00,0.88
39,A.N,2014-08-14 16:05:00,0.78
40,A.N,2014-05-14 16:05:00,0.72
41,A.N,2014-02-13 16:05:00,0.67
42,A.N,2013-11-14 16:05:00,0.81
43,A.N,2013-08-14 16:05:00,0.68
44,A.N,2013-05-14 16:05:00,0.77
45,A.N,2013-02-14 16:05:00,0.63
46,AAPL.OQ,2024-05-02 16:31:00,1.53
47,AAPL.OQ,2024-02-01 16:00:00,2.18
48,AAPL.OQ,2023-11-02 16:30:00,1.46
49,AAPL.OQ,2023-08-03 16:30:00,1.26
50,AAPL.OQ,2023-05-04 16:30:00,1.52
51,AAPL.OQ,2023-02-02 16:30:00,1.88
52,AAPL.OQ,2022-10-27 16:30:00,1.29
53,AAPL.OQ,2022-07-28 16:30:00,1.2
54,AAPL.OQ,2022-04-28 16:30:00,1.52
55,AAPL.OQ,2022-01-27 16:30:00,2.1
56,AAPL.OQ,2021-10-28 16:30:00,1.24
57,AAPL.OQ,2021-07-27 16:30:00,1.3
58,AAPL.OQ,2021-04-28 16:30:00,1.4
59,AAPL.OQ,2021-01-27 16:31:00,1.68
60,AAPL.OQ,2020-10-29 16:32:00,0.73
61,AAPL.OQ,2020-07-30 16:33:00,0.645
62,AAPL.OQ,2020-04-30 16:30:00,0.6375
63,AAPL.OQ,2020-01-28 16:30:00,1.2475
64,AAPL.OQ,2019-10-30 16:30:00,0.7575
65,AAPL.OQ,2019-07-30 16:31:00,0.545
66,AAPL.OQ,2019-04-30 16:30:00,0.615
67,AAPL.OQ,2019-01-29 16:30:00,1.045
68,AAPL.OQ,2018-11-01 16:30:00,0.7275
69,AAPL.OQ,2018-07-31 16:30:00,0.585
70,AAPL.OQ,2018-05-01 16:30:00,0.6825
71,AAPL.OQ,2018-02-01 16:30:00,0.9725
72,AAPL.OQ,2017-11-02 16:30:00,0.5175
73,AAPL.OQ,2017-08-01 16:30:00,0.4175
74,AAPL.OQ,2017-05-02 16:30:00,0.525
75,AAPL.OQ,2017-01-31 16:30:00,0.84
76,AAPL.OQ,2016-10-25 16:30:00,0.4175
77,AAPL.OQ,2016-07-26 16:30:00,0.355
78,AAPL.OQ,2016-04-26 16:30:00,0.475
79,AAPL.OQ,2016-01-26 16:28:00,0.82
80,AAPL.OQ,2015-10-27 16:30:00,0.49
81,AAPL.OQ,2015-07-21 16:30:00,0.4625
82,AAPL.OQ,2015-04-27 16:30:00,0.5825
83,AAPL.OQ,2015-01-27 16:30:00,0.765
84,AAPL.OQ,2014-10-20 16:30:00,0.355
85,AAPL.OQ,2014-07-22 16:30:00,0.32
86,AAPL.OQ,2014-04-23 16:30:00,0.415
87,AAPL.OQ,2014-01-27 16:30:00,0.51786
88,AAPL.OQ,2013-10-28 16:30:00,0.295
89,AAPL.OQ,2013-07-23 16:30:00,0.26679
90,AAPL.OQ,2013-04-23 16:30:00,0.36036
91,AAPL.OQ,2013-01-23 16:30:00,0.49321
92,ABBV.N,2024-04-26 07:50:00,2.31
93,ABBV.N,2024-02-02 07:36:00,2.79
94,ABBV.N,2023-10-27 07:38:00,2.95
95,ABBV.N,2023-07-27 07:38:00,2.91
96,ABBV.N,2023-04-27 07:32:00,2.46
97,ABBV.N,2023-02-09 07:44:00,3.6
98,ABBV.N,2022-10-28 07:44:00,3.66
99,ABBV.N,2022-07-29 07:41:00,3.37
100,ABBV.N,2022-04-29 07:52:00,3.24
101,ABBV.N,2022-02-02 07:43:00,3.31
102,ABBV.N,2021-10-29 07:40:00,3.33
103,ABBV.N,2021-07-30 07:44:00,3.09
104,ABBV.N,2021-04-30 07:43:00,2.95
105,ABBV.N,2021-02-03 07:42:00,2.92
106,ABBV.N,2020-10-30 07:50:00,2.83
107,ABBV.N,2020-07-31 07:43:00,2.34
108,ABBV.N,2020-05-01 07:45:00,2.42
109,ABBV.N,2020-02-07 07:49:00,2.21
110,ABBV.N,2019-11-01 07:47:00,2.33
111,ABBV.N,2019-07-26 07:42:00,2.26
112,ABBV.N,2019-04-25 07:46:00,2.14
113,ABBV.N,2019-01-25 07:47:00,1.9
114,ABBV.N,2018-11-02 08:55:00,2.14
115,ABBV.N,2018-07-27 07:51:00,2.0
116,ABBV.N,2018-04-26 07:47:00,1.87
117,ABBV.N,2018-01-26 07:51:00,1.48
118,ABBV.N,2017-10-27 08:41:00,1.41
119,ABBV.N,2017-07-28 07:42:00,1.42
120,ABBV.N,2017-04-27 07:38:00,1.28
121,ABBV.N,2017-01-27 07:48:00,1.2
122,ABBV.N,2016-10-28 07:43:00,1.21
123,ABBV.N,2016-07-29 07:38:00,1.26
124,ABBV.N,2016-04-28 07:20:00,1.15
125,ABBV.N,2016-01-29 07:48:00,1.13
126,ABBV.N,2015-10-30 06:55:00,1.13
127,ABBV.N,2015-07-24 07:53:00,1.08
128,ABBV.N,2015-04-23 07:48:00,0.94
129,ABBV.N,2015-01-30 07:47:00,0.89
130,ABBV.N,2014-10-31 07:49:00,0.89
131,ABBV.N,2014-07-25 07:47:00,0.82
132,ABBV.N,2014-04-25 07:54:00,0.71
133,ABBV.N,2014-01-31 07:47:00,0.82
134,ABBV.N,2013-10-25 07:54:00,0.82
135,ABBV.N,2013-07-26 07:53:00,0.82
136,ABBV.N,2013-04-26 07:51:00,0.68
137,ABBV.N,2013-01-31 00:00:00,
138,ABT.N,2024-04-17 07:32:00,0.98
139,ABT.N,2024-01-24 07:30:00,1.19
140,ABT.N,2023-10-18 07:30:00,1.14
141,ABT.N,2023-07-20 07:30:00,1.08
142,ABT.N,2023-04-19 07:15:00,1.03
143,ABT.N,2023-01-25 07:30:00,1.03
144,ABT.N,2022-10-19 07:31:00,1.15
145,ABT.N,2022-07-20 07:30:00,1.43
146,ABT.N,2022-04-20 07:30:00,1.73
147,ABT.N,2022-01-26 07:30:00,1.32
148,ABT.N,2021-10-20 07:30:00,1.4
149,ABT.N,2021-07-22 07:15:00,1.17
150,ABT.N,2021-04-20 07:30:00,1.32
151,ABT.N,2021-01-27 07:30:00,1.45
152,ABT.N,2020-10-21 07:30:00,0.98
153,ABT.N,2020-07-16 07:31:00,0.57
154,ABT.N,2020-04-16 07:30:00,0.65
155,ABT.N,2020-01-22 07:30:00,0.95
156,ABT.N,2019-10-16 07:30:00,0.84
157,ABT.N,2019-07-17 07:32:00,0.82
158,ABT.N,2019-04-17 07:45:00,0.63
159,ABT.N,2019-01-23 07:45:00,0.81
160,ABT.N,2018-10-17 07:45:00,0.75
161,ABT.N,2018-07-18 07:45:00,0.73
162,ABT.N,2018-04-18 07:45:00,0.59
163,ABT.N,2018-01-24 07:45:00,0.74
164,ABT.N,2017-10-18 07:45:00,0.66
165,ABT.N,2017-07-20 07:45:00,0.62
166,ABT.N,2017-04-19 07:45:00,0.48
167,ABT.N,2017-01-25 07:45:00,0.65
168,ABT.N,2016-10-19 07:45:00,0.59
169,ABT.N,2016-07-20 07:45:00,0.55
170,ABT.N,2016-04-20 07:45:00,0.41
171,ABT.N,2016-01-28 07:31:00,0.62
172,ABT.N,2015-10-21 07:45:00,0.54
173,ABT.N,2015-07-22 07:45:00,0.52
174,ABT.N,2015-04-22 07:45:00,0.47
175,ABT.N,2015-01-29 07:45:00,0.71
176,ABT.N,2014-10-22 07:31:00,0.62
177,ABT.N,2014-07-16 07:45:00,0.54
178,ABT.N,2014-04-16 07:45:00,0.41
179,ABT.N,2014-01-22 07:44:00,0.58
180,ABT.N,2013-10-16 07:44:00,0.55
181,ABT.N,2013-07-17 07:44:00,0.46
182,ABT.N,2013-04-17 07:44:00,0.42
183,ABT.N,2013-01-23 07:47:00,1.51
184,ACN.N,2024-06-20 06:38:00,3.13
185,ACN.N,2024-03-21 06:48:00,2.77
186,ACN.N,2023-12-19 06:48:00,3.27
187,ACN.N,2023-09-28 06:44:00,2.71
188,ACN.N,2023-06-22 06:46:00,3.19
189,ACN.N,2023-03-23 06:51:00,2.69
190,ACN.N,2022-12-16 06:44:00,3.08
191,ACN.N,2022-09-22 06:46:00,2.6
192,ACN.N,2022-06-23 07:04:00,2.94
193,ACN.N,2022-03-17 06:55:00,2.54
194,ACN.N,2021-12-16 06:44:00,2.78
195,ACN.N,2021-09-23 06:44:00,2.2
196,ACN.N,2021-06-24 06:44:00,2.4
197,ACN.N,2021-03-18 06:44:00,2.03
198,ACN.N,2020-12-17 06:44:00,2.32
199,ACN.N,2020-09-24 06:44:00,1.7
200,ACN.N,2020-06-25 06:44:00,1.9
201,ACN.N,2020-03-19 06:49:00,1.91
202,ACN.N,2019-12-19 06:45:00,2.09
203,ACN.N,2019-09-26 06:49:00,1.74
204,ACN.N,2019-06-27 06:54:00,1.93
205,ACN.N,2019-03-28 06:50:00,1.73
206,ACN.N,2018-12-20 06:50:00,1.96
207,ACN.N,2018-09-27 06:49:00,1.58
208,ACN.N,2018-06-28 06:50:00,1.79
209,ACN.N,2018-03-22 06:49:00,1.58
210,ACN.N,2017-12-21 06:29:00,1.79
211,ACN.N,2017-09-28 06:59:00,1.48
212,ACN.N,2017-06-22 06:59:00,1.52
213,ACN.N,2017-03-23 06:59:00,1.33
214,ACN.N,2016-12-21 06:59:00,1.58
215,ACN.N,2016-09-29 06:59:00,1.31
216,ACN.N,2016-06-23 06:59:00,1.41
217,ACN.N,2016-03-24 06:59:00,1.34
218,ACN.N,2015-12-17 06:59:00,1.35
219,ACN.N,2015-09-24 06:59:00,1.15
220,ACN.N,2015-06-25 07:01:00,1.3
221,ACN.N,2015-03-26 07:01:00,1.08
222,ACN.N,2014-12-18 07:01:00,1.29
223,ACN.N,2014-09-24 07:01:00,1.08
224,ACN.N,2014-06-26 07:01:00,1.26
225,ACN.N,2014-03-27 07:01:00,1.03
226,ACN.N,2013-12-19 07:00:00,1.13
227,ACN.N,2013-09-26 16:01:00,1.01
228,ACN.N,2013-06-27 16:01:00,1.14
229,ACN.N,2013-03-28 07:30:00,1.0
230,ADBE.OQ,2024-06-13 16:05:00,4.48
231,ADBE.OQ,2024-03-14 16:11:00,4.48
232,ADBE.OQ,2023-12-13 16:08:00,4.27
233,ADBE.OQ,2023-09-14 16:05:00,4.09
234,ADBE.OQ,2023-06-15 16:07:00,3.91
235,ADBE.OQ,2023-03-15 16:05:00,3.8
236,ADBE.OQ,2022-12-15 16:05:00,3.6
237,ADBE.OQ,2022-09-15 08:00:00,3.4
238,ADBE.OQ,2022-06-16 16:05:00,3.35
239,ADBE.OQ,2022-03-22 16:05:00,3.37
240,ADBE.OQ,2021-12-16 08:05:00,3.2
241,ADBE.OQ,2021-09-21 16:08:00,3.11
242,ADBE.OQ,2021-06-17 16:05:00,3.03
243,ADBE.OQ,2021-03-23 16:05:00,3.14
244,ADBE.OQ,2020-12-10 08:00:00,2.81
245,ADBE.OQ,2020-09-15 16:05:00,2.57
246,ADBE.OQ,2020-06-11 16:05:00,2.45
247,ADBE.OQ,2020-03-12 16:05:00,2.2
248,ADBE.OQ,2019-12-12 16:07:00,2.29
249,ADBE.OQ,2019-09-17 16:05:00,2.05
250,ADBE.OQ,2019-06-18 16:05:00,1.83
251,ADBE.OQ,2019-03-14 16:05:00,1.65
252,ADBE.OQ,2018-12-13 16:05:00,1.9
253,ADBE.OQ,2018-09-13 16:05:00,1.73
254,ADBE.OQ,2018-06-14 16:05:00,1.66
255,ADBE.OQ,2018-03-15 16:05:00,1.55
256,ADBE.OQ,2017-12-14 16:06:00,1.26
257,ADBE.OQ,2017-09-19 16:05:00,1.1
258,ADBE.OQ,2017-06-20 16:05:00,1.02
259,ADBE.OQ,2017-03-16 16:05:00,0.94
260,ADBE.OQ,2016-12-15 16:09:00,0.9
261,ADBE.OQ,2016-09-20 16:05:00,0.75
262,ADBE.OQ,2016-06-21 16:05:00,0.71
263,ADBE.OQ,2016-03-17 16:05:00,0.66
264,ADBE.OQ,2015-12-10 16:05:00,0.62
265,ADBE.OQ,2015-09-17 16:03:00,0.54
266,ADBE.OQ,2015-06-16 16:03:00,0.48
267,ADBE.OQ,2015-03-17 16:05:00,0.44
268,ADBE.OQ,2014-12-11 16:05:00,0.36
269,ADBE.OQ,2014-09-16 16:02:00,0.28
270,ADBE.OQ,2014-06-17 16:15:00,0.37
271,ADBE.OQ,2014-03-18 16:05:00,0.3
272,ADBE.OQ,2013-12-12 16:05:00,0.32
273,ADBE.OQ,2013-09-17 16:05:00,0.32
274,ADBE.OQ,2013-06-18 17:05:00,0.36
275,ADBE.OQ,2013-03-19 16:02:00,0.35
276,ADI.OQ,2024-05-22 07:00:00,1.4
277,ADI.OQ,2024-02-21 07:07:00,1.73
278,ADI.OQ,2023-11-21 07:04:00,2.01
279,ADI.OQ,2023-08-23 07:00:00,2.49
280,ADI.OQ,2023-05-24 07:00:00,2.83
281,ADI.OQ,2023-02-15 07:00:00,2.75
282,ADI.OQ,2022-11-22 07:00:00,2.73
283,ADI.OQ,2022-08-17 06:59:00,2.52
284,ADI.OQ,2022-05-18 07:00:00,2.4
285,ADI.OQ,2022-02-16 07:00:00,1.94
286,ADI.OQ,2021-11-23 07:00:00,1.73
287,ADI.OQ,2021-08-18 07:00:00,1.72
288,ADI.OQ,2021-05-19 07:00:00,1.54
289,ADI.OQ,2021-02-17 08:00:00,1.44
290,ADI.OQ,2020-11-24 08:00:00,1.44
291,ADI.OQ,2020-08-19 08:00:00,1.36
292,ADI.OQ,2020-05-20 07:30:00,1.08
293,ADI.OQ,2020-02-19 08:00:00,1.03
294,ADI.OQ,2019-11-26 08:00:00,1.19
295,ADI.OQ,2019-08-21 08:00:00,1.26
296,ADI.OQ,2019-05-22 07:32:00,1.36
297,ADI.OQ,2019-02-20 08:00:00,1.33
298,ADI.OQ,2018-11-20 08:00:00,1.55
299,ADI.OQ,2018-08-22 08:00:00,1.53
300,ADI.OQ,2018-05-30 08:00:00,1.45
301,ADI.OQ,2018-02-28 09:06:00,1.42
302,ADI.OQ,2017-11-21 08:00:00,1.45
303,ADI.OQ,2017-08-30 08:00:00,1.26
304,ADI.OQ,2017-05-31 08:00:00,1.03
305,ADI.OQ,2017-02-15 08:00:00,0.94
306,ADI.OQ,2016-11-22 08:00:00,1.05
307,ADI.OQ,2016-08-17 08:00:00,0.82
308,ADI.OQ,2016-05-18 08:00:00,0.64
309,ADI.OQ,2016-02-17 08:00:00,0.56
310,ADI.OQ,2015-11-24 08:00:00,1.03
311,ADI.OQ,2015-08-18 16:01:00,0.77
312,ADI.OQ,2015-05-19 16:00:00,0.73
313,ADI.OQ,2015-02-17 16:05:00,0.63
314,ADI.OQ,2014-11-25 16:00:00,0.69
315,ADI.OQ,2014-08-26 16:00:00,0.63
316,ADI.OQ,2014-05-20 16:04:00,0.59
317,ADI.OQ,2014-02-18 16:05:00,0.49
318,ADI.OQ,2013-11-26 16:01:00,0.63
319,ADI.OQ,2013-08-20 16:07:00,0.57
320,ADI.OQ,2013-05-21 16:01:00,0.51
321,ADI.OQ,2013-02-20 08:12:00,0.44
322,ADM.N,2024-04-30 07:01:00,1.46
323,ADM.N,2024-03-12 06:09:00,1.36
324,ADM.N,2023-10-24 07:02:00,1.63
325,ADM.N,2023-07-25 07:00:00,1.89
326,ADM.N,2023-04-25 07:00:00,2.09
327,ADM.N,2023-01-26 07:02:00,1.93
328,ADM.N,2022-10-25 07:00:00,1.86
329,ADM.N,2022-07-26 07:00:00,2.15
330,ADM.N,2022-04-26 07:00:00,1.9
331,ADM.N,2022-01-25 07:00:00,1.5
332,ADM.N,2021-10-26 07:01:00,0.97
333,ADM.N,2021-07-27 07:00:00,1.33
334,ADM.N,2021-04-27 07:00:00,1.39
335,ADM.N,2021-01-26 07:07:00,1.21
336,ADM.N,2020-10-29 16:10:00,0.89
337,ADM.N,2020-07-29 16:05:00,0.85
338,ADM.N,2020-04-29 16:05:00,0.64
339,ADM.N,2020-01-29 16:05:00,0.81
340,ADM.N,2019-10-31 07:00:00,0.77
341,ADM.N,2019-08-01 07:00:00,0.6
342,ADM.N,2019-04-26 07:00:00,0.46
343,ADM.N,2019-02-05 07:03:00,0.88
344,ADM.N,2018-11-06 07:00:00,0.92
345,ADM.N,2018-07-31 07:00:00,1.02
346,ADM.N,2018-05-01 07:31:00,0.68
347,ADM.N,2018-02-06 07:00:00,0.82
348,ADM.N,2017-10-31 07:00:00,0.45
349,ADM.N,2017-08-01 07:00:00,0.57
350,ADM.N,2017-05-02 07:00:00,0.6
351,ADM.N,2017-02-07 07:00:00,0.75
352,ADM.N,2016-11-01 07:00:00,0.59
353,ADM.N,2016-08-02 07:00:00,0.41
354,ADM.N,2016-05-03 07:00:00,0.42
355,ADM.N,2016-02-02 07:00:00,0.61
356,ADM.N,2015-11-03 07:00:00,0.6
357,ADM.N,2015-08-04 07:00:00,0.6
358,ADM.N,2015-05-05 07:00:00,0.77
359,ADM.N,2015-02-03 08:02:00,1.0
360,ADM.N,2014-11-04 07:00:00,0.81
361,ADM.N,2014-08-05 07:00:00,0.77
362,ADM.N,2014-04-29 07:44:00,0.64
363,ADM.N,2014-02-04 07:00:00,0.95
364,ADM.N,2013-10-29 07:00:00,0.46
365,ADM.N,2013-08-06 07:00:00,0.46
366,ADM.N,2013-05-01 16:05:00,0.48
367,ADM.N,2013-02-05 10:52:00,0.6
368,ADP.OQ,2024-05-01 06:56:00,2.88
369,ADP.OQ,2024-01-31 06:56:00,2.13
370,ADP.OQ,2023-10-25 06:56:00,2.08
371,ADP.OQ,2023-07-26 07:00:00,1.89
372,ADP.OQ,2023-04-26 06:59:00,2.52
373,ADP.OQ,2023-01-25 11:00:00,1.96
374,ADP.OQ,2022-10-26 06:58:00,1.86
375,ADP.OQ,2022-07-27 07:00:00,1.5
376,ADP.OQ,2022-04-27 07:02:00,2.21
377,ADP.OQ,2022-01-26 07:00:00,1.65
378,ADP.OQ,2021-10-27 06:56:00,1.65
379,ADP.OQ,2021-07-28 07:00:00,1.2
380,ADP.OQ,2021-04-28 06:56:00,1.89
381,ADP.OQ,2021-01-27 06:57:00,1.52
382,ADP.OQ,2020-10-28 07:00:00,1.41
383,ADP.OQ,2020-07-29 07:00:00,1.14
384,ADP.OQ,2020-04-29 07:00:00,1.92
385,ADP.OQ,2020-01-29 06:57:00,1.52
386,ADP.OQ,2019-10-30 07:00:00,1.34
387,ADP.OQ,2019-07-31 07:00:00,1.14
388,ADP.OQ,2019-05-01 06:56:00,1.77
389,ADP.OQ,2019-01-30 07:00:00,1.34
390,ADP.OQ,2018-10-31 06:58:00,1.2
391,ADP.OQ,2018-08-01 07:35:00,0.92
392,ADP.OQ,2018-05-02 07:47:00,1.52
393,ADP.OQ,2018-01-31 07:00:00,0.99
394,ADP.OQ,2017-11-02 07:00:00,0.91
395,ADP.OQ,2017-07-27 07:09:00,0.66
396,ADP.OQ,2017-05-03 07:00:00,1.31
397,ADP.OQ,2017-02-01 07:00:00,0.87
398,ADP.OQ,2016-11-02 07:00:00,0.86
399,ADP.OQ,2016-07-28 07:00:00,0.69
400,ADP.OQ,2016-04-28 07:00:00,1.17
401,ADP.OQ,2016-02-03 07:00:00,0.72
402,ADP.OQ,2015-10-28 07:00:00,0.68
403,ADP.OQ,2015-07-30 08:25:00,0.55
404,ADP.OQ,2015-04-30 10:57:00,1.04
405,ADP.OQ,2015-02-04 07:00:00,0.7
406,ADP.OQ,2014-10-29 07:30:00,0.62
407,ADP.OQ,2014-07-31 07:30:00,0.63
408,ADP.OQ,2014-04-30 07:30:00,1.06
409,ADP.OQ,2014-02-05 07:30:00,0.8
410,ADP.OQ,2013-10-30 07:30:00,0.68
411,ADP.OQ,2013-08-01 07:30:00,0.55
412,ADP.OQ,2013-05-03 07:30:00,0.99
413,ADP.OQ,2013-02-05 07:30:00,0.72
414,ADSK.OQ,2024-06-10 16:21:00,1.87
415,ADSK.OQ,2024-02-29 16:10:00,2.09
416,ADSK.OQ,2023-11-21 16:52:00,2.07
417,ADSK.OQ,2023-08-23 16:01:00,1.91
418,ADSK.OQ,2023-05-25 16:01:00,1.55
419,ADSK.OQ,2023-02-23 16:01:00,1.86
420,ADSK.OQ,2022-11-22 16:01:00,1.7
421,ADSK.OQ,2022-08-24 16:01:00,1.65
422,ADSK.OQ,2022-05-26 16:01:00,1.43
423,ADSK.OQ,2022-02-24 16:01:00,1.5
424,ADSK.OQ,2021-11-23 16:01:00,1.331
425,ADSK.OQ,2021-08-25 16:05:00,1.21
426,ADSK.OQ,2021-05-27 16:05:00,1.03
427,ADSK.OQ,2021-02-25 16:18:00,1.18
428,ADSK.OQ,2020-11-24 16:02:00,1.04
429,ADSK.OQ,2020-08-25 16:01:00,0.98
430,ADSK.OQ,2020-05-27 16:01:00,0.85
431,ADSK.OQ,2020-02-27 16:01:00,0.92
432,ADSK.OQ,2019-11-26 16:01:00,0.78
433,ADSK.OQ,2019-08-27 16:01:00,0.65
434,ADSK.OQ,2019-05-23 16:03:00,0.45
435,ADSK.OQ,2019-02-28 16:01:00,0.46
436,ADSK.OQ,2018-11-20 16:17:00,0.29
437,ADSK.OQ,2018-08-23 16:11:00,0.19
438,ADSK.OQ,2018-05-24 16:01:00,0.06
439,ADSK.OQ,2018-03-06 16:01:00,-0.09
440,ADSK.OQ,2017-11-28 16:01:00,-0.12
441,ADSK.OQ,2017-08-24 16:18:00,-0.11
442,ADSK.OQ,2017-05-18 16:06:00,-0.16
443,ADSK.OQ,2017-03-02 16:01:00,-0.28
444,ADSK.OQ,2016-11-29 16:01:00,-0.18
445,ADSK.OQ,2016-08-25 16:01:00,0.05
446,ADSK.OQ,2016-05-19 16:01:00,-0.1
447,ADSK.OQ,2016-02-25 16:01:00,0.21
448,ADSK.OQ,2015-11-19 16:01:00,0.14
449,ADSK.OQ,2015-08-27 16:01:00,0.19
450,ADSK.OQ,2015-05-19 16:01:00,0.3
451,ADSK.OQ,2015-02-26 16:01:00,0.25
452,ADSK.OQ,2014-11-20 16:01:00,0.25
453,ADSK.OQ,2014-08-14 16:01:00,0.35
454,ADSK.OQ,2014-05-15 16:01:00,0.32
455,ADSK.OQ,2014-02-26 16:01:00,0.4
456,ADSK.OQ,2013-11-21 16:01:00,0.41
457,ADSK.OQ,2013-08-22 16:01:00,0.45
458,ADSK.OQ,2013-05-16 16:01:00,0.42
459,ADSK.OQ,2013-02-25 16:01:00,0.53
460,AEE.N,2024-05-02 17:00:00,0.98
461,AEE.N,2024-02-22 16:30:00,0.6
462,AEE.N,2023-11-08 16:43:00,1.87
463,AEE.N,2023-08-02 16:30:00,0.9
464,AEE.N,2023-05-04 16:30:00,1.0
465,AEE.N,2023-02-15 16:30:00,0.63
466,AEE.N,2022-11-03 16:46:00,1.74
467,AEE.N,2022-08-04 16:43:00,0.8
468,AEE.N,2022-05-05 17:00:00,0.97
469,AEE.N,2022-02-17 16:30:00,0.48
470,AEE.N,2021-11-03 16:30:00,1.65
471,AEE.N,2021-08-05 17:00:00,0.8
472,AEE.N,2021-05-10 16:36:00,0.91
473,AEE.N,2021-02-18 17:30:00,0.46
474,AEE.N,2020-11-04 17:00:00,1.47
475,AEE.N,2020-08-06 16:15:00,0.98
476,AEE.N,2020-05-11 16:15:00,0.59
477,AEE.N,2020-02-26 07:29:00,0.38
478,AEE.N,2019-11-08 07:33:00,1.47
479,AEE.N,2019-08-02 07:59:00,0.72
480,AEE.N,2019-05-09 07:59:00,0.78
481,AEE.N,2019-02-14 07:59:00,0.28
482,AEE.N,2018-10-31 08:25:00,1.5
483,AEE.N,2018-08-03 08:26:00,0.97
484,AEE.N,2018-05-09 08:20:00,0.62
485,AEE.N,2018-02-16 09:03:00,0.39
486,AEE.N,2017-11-03 07:59:00,1.24
487,AEE.N,2017-08-04 07:59:00,0.79
488,AEE.N,2017-05-04 09:25:00,0.42
489,AEE.N,2017-02-16 07:59:00,0.13
490,AEE.N,2016-11-04 07:59:00,1.52
491,AEE.N,2016-08-05 07:59:00,0.61
492,AEE.N,2016-05-10 16:15:00,0.43
493,AEE.N,2016-02-19 07:59:00,0.12
494,AEE.N,2015-11-06 07:59:00,1.41
495,AEE.N,2015-07-31 07:59:00,0.58
496,AEE.N,2015-05-07 07:59:00,0.45
497,AEE.N,2015-02-25 07:59:00,0.19
498,AEE.N,2014-11-06 07:59:00,1.2
499,AEE.N,2014-08-05 08:40:00,0.62
500,AEE.N,2014-05-08 07:59:00,0.4
501,AEE.N,2014-02-21 08:00:00,0.19
502,AEE.N,2013-11-07 07:50:00,1.25
503,AEE.N,2013-08-01 08:16:00,0.44
504,AEE.N,2013-05-02 07:48:00,0.22
505,AEE.N,2013-02-20 08:13:00,0.14
506,AEP.OQ,2024-04-30 06:57:00,1.27
507,AEP.OQ,2024-02-26 16:35:00,1.23
508,AEP.OQ,2023-11-02 06:57:00,1.77
509,AEP.OQ,2023-07-27 07:40:00,1.13
510,AEP.OQ,2023-05-04 06:57:00,1.11
511,AEP.OQ,2023-02-23 06:57:00,1.05
512,AEP.OQ,2022-10-27 06:57:00,1.62
513,AEP.OQ,2022-07-27 06:57:00,1.2
514,AEP.OQ,2022-04-28 06:57:00,1.22
515,AEP.OQ,2022-02-24 07:59:00,0.98
516,AEP.OQ,2021-10-28 06:57:00,1.43
517,AEP.OQ,2021-07-22 06:57:00,1.18
518,AEP.OQ,2021-04-22 06:57:00,1.15
519,AEP.OQ,2021-02-25 06:57:00,0.87
520,AEP.OQ,2020-10-22 06:57:00,1.47
521,AEP.OQ,2020-08-06 07:23:00,1.08
522,AEP.OQ,2020-05-06 06:57:00,1.02
523,AEP.OQ,2020-02-20 06:57:00,0.6
524,AEP.OQ,2019-10-24 06:57:00,1.46
525,AEP.OQ,2019-07-25 06:57:00,1.0
526,AEP.OQ,2019-04-25 06:57:00,1.19
527,AEP.OQ,2019-01-24 06:57:00,0.72
528,AEP.OQ,2018-10-25 06:57:00,1.26
529,AEP.OQ,2018-07-25 06:57:00,1.01
530,AEP.OQ,2018-04-26 06:57:00,0.96
531,AEP.OQ,2018-01-25 06:57:00,0.85
532,AEP.OQ,2017-10-26 06:57:00,1.1
533,AEP.OQ,2017-07-27 06:57:00,0.75
